,cast,genres,movie_id,original_title,overview
3196,"['Sapphire Boyce', 'Christian Byers', 'Vince Colosimo']","['Drama', 'Family', 'Foreign']",15699,opal dream,"Pobby &amp; Dingan are invisible. They live in an opal town in Australia and are friends with Kellyanne, the 9 year-old daughter of an opal miner. The film tells the story of the bizarre and inexplicable disappearance of Pobby &amp; Dingan, Kellyanne's imaginary friends, and the impact this has on her family and the whole town. The story is told through the eyes of Kellyanne's 11 years old brother Ashmol."
3197,"['Thure Lindhardt', 'Mads Mikkelsen', 'Stine Stengade']","['Crime', 'Drama', 'History']",8883,flammen & citronen,"During Nazi occupation, red-headed Bent Faurschou-Hviid (""Flame"") and Jørgen Haagen Schmith (""Citron""), assassins in the Danish resistance, take orders from Winther, who's in direct contact with Allied leaders. One shoots, the other drives. Until 1944, they kill only Danes; then Winther gives orders to kill Germans. When a target tells Bent that Winther's using them to settle private scores, doubt sets in, complicated by Bent's relationship with the mysterious Kitty Selmer, who may be a double agent. Also, someone in their circle is a traitor. Can Bent and Jørgen kill an über-target, evade capture, and survive the war? And is this heroism, naiveté, or mere hatred?"
3198,"['Kip Pardue', 'Carrie Fisher', 'Shannyn Sossamon']","['Comedy', 'Romance']",17926,undiscovered,A group of aspiring entertainers try to establish careers for themselves in the city of Los Angeles.
3199,"['Andrew Garfield', 'David Morrissey', 'John Henshaw']","['Thriller', 'Mystery', 'Crime']",291081,red riding: in the year of our lord 1974,"It's Yorkshire in 1974, and fear, mistrust and institutionalised police corruption are running riot. Rookie journalist Eddie Dunford is determined to search for the truth in an increasingly complex maze of lies and deceit surrounding the police investigation into a series of child abductions.  When young Clare Kemplay goes missing, Eddie and his colleague, Barry, persuade their editor to let them investigate links with two similar abductions in the last decade.  But after a mutilated body is found on a construction site owned by a local property magnate, Eddie and Barry are drawn into a deadly world of secrecy, intimidation, shocking revelations and police brutality."
3200,"['Michel Blanc', 'Catherine Deneuve', 'Émilie Dequenne']","['Drama', 'Romance']",41248,la fille du rer,"The Girl on the Train is a 2009 French drama film directed by André Téchiné. Jeanne is a young woman, striking but otherwise without qualities. Her mother tries to get her a job in the office of a lawyer, Bleistein, her lover years ago. Jeanne fails the interview but falls into a relationship with Franck, a wrestler whose dreams and claims of being in a legitimate business partnership Jeanne is only too happy to believe. When Franck is arrested, he turns on Jeanne for her naivety; she's stung and seeks attention by making up a story of an attack on a train. Is there any way out for her?"
3201,"['Sarah Michelle Gellar', 'David Thewlis', 'Jonathan Tucker']","['Drama', 'Romance']",25968,veronika decides to die,"After a frantic suicide attempt, Veronika awakens inside a mysterious mental asylum. Under the supervision of an unorthodox psychiatrist who specializes in controversial treatment, Veronika learns that she has only weeks to live."
3202,"['Paul Hogan', 'Linda Kozlowski', 'Mark Blum']","['Adventure', 'Comedy']",9671,crocodile dundee,"When a New York reporter plucks crocodile hunter Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. Dundee proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat."
3203,"['Terence Stamp', 'John Hurt', 'Sean Pertwee']","['Animation', 'Science Fiction']",52010,"ultramarines: a warhammer 40,000 movie","A squad of Ultramarines answer a distress call from an Imperial Shrine World. A full Company of Imperial Fists was stationed there, but there is no answer from them. The squad investigates to find out what has happened there."
3204,"['Ryan Phillippe', 'Sarah Polley', 'Piper Perabo']","['Thriller', 'Mystery', 'Science Fiction']",11588,the i inside,"Simon Cable wakes up in a hospital bed, confused and disoriented. He soon discovers from doctors that he has amnesia and is unable to remember the last two years of his life. Cable investigates what has happened to him and slowly pieces together his enigmatic past."
3205,"['Brendan Cowell', 'Harrison Gilbertson', 'Steve Le Marquand']","['Drama', 'History', 'War']",43418,beneath hill 60,"The true story of Australia's cat-and-mouse underground mine warfare – one of the most misunderstood, misrepresented and mystifying conflicts of WW I. It was a secret struggle BENEATH the Western Front that combined daring engineering, technology and science, and few on the surface knew of the brave, claustrophobic and sometimes barbaric work of these tunnellers."
3206,"['Karin Viard', 'JoeyStarr', 'Marina Foïs']",['Drama'],71157,polisse,"The daily grind for the cops of the Police Department's Juvenile Protection Unit - taking in child molesters, busting underage pickpockets, interrogating abusive parents, confronting the excesses of teen sexuality, enjoying solidarity with colleagues and laughing uncontrollably at the most unthinkable moments. Knowing the worst exists and living with it. How do these cops balance their private lives and the reality they confront every working day? Fred, the group's hypersensitive wild card, is going to have a hard time facing the scrutiny of Melissa, a photographer on a Ministry of the Interior assignment to document the unit."
3207,"['Hayden Christensen', 'Jessica Alba', 'Terrence Howard']","['Thriller', 'Crime', 'Mystery']",13483,awake,"While undergoing heart surgery, a man experiences a phenomenon called ‘anesthetic awareness’, which leaves him awake but paralyzed throughout the operation. As various obstacles present themselves, his wife must make life-altering decisions while wrestling with her own personal drama."
3208,"['Tom Kane', 'Corey Burton', 'Mat Lucas']","['Action', 'Adventure', 'Animation']",333355,star wars: clone wars (volume 1),"The Saga continues with the Emmy-winning ""Star Wars: Clone Wars."" This animated micro-series, directed by Genndy Tartakovsky, captures George Lucas' vision in a dynamic animated style that is a visual delight for all ages.  ""Star Wars: Clone Wars"" Volume 1 reveals the epic adventures that bridge the story arc between ""Star Wars: Episode II: Attack of the Clones"" and ""Star Wars: Episode III: Revenge of the Sith."" Follow the valiant Jedi Knights and the Brave soldiers of the Republic's clone army as they battle against the droid forces of the Separatists, led by the evil Sith Lord, Count Dooku. Witness the battles that made galactic heroes out of Anakin Skywalker and Obi-Wan Kenobi, and along the way get a first look at the new menace from Episode III, General Grevious.  This is a must-have for any ""Star Wars"" collection."
3209,"['Dolph Lundgren', 'Tony Jaa', 'Ron Perlman']","['Thriller', 'Action', 'Drama']",327833,skin trade,After his family is killed by a Serbian gangster with international interests. NYC detective Nick goes to S.E. Asia and teams up with a Thai detective to get revenge and destroy the syndicates human trafficking network.
3210,"['Jason Patric', 'Corey Haim', 'Corey Feldman']","['Horror', 'Comedy']",1547,the lost boys,A mother and her two teenage sons move to a seemingly nice and quiet small coastal California town yet soon find out that it's overrun by bike gangs and vampires. A couple of teenage friends take it upon themselves to hunt down the vampires that they suspect of a few mysterious murders and restore peace and calm to their town.
3211,"['Jeff Bridges', 'Maggie Gyllenhaal', 'Colin Farrell']","['Drama', 'Music', 'Romance']",25196,crazy heart,"When reporter Jean Craddock interviews Bad Blake -- an alcoholic, seen-better-days country music legend -- they connect, and the hard-living crooner sees a possible saving grace in a life with Jean and her young son. But can he leave behind an existence playing in the shadow of Tommy, the upstart kid he once mentored?"
3212,"['Bette Midler', 'Alan Bates', 'Frederic Forrest']","['Drama', 'Music', 'Romance']",16323,the rose,"Midler is the rock-and-roll singer Mary Rose Foster (known as the Rose to her legions of fans), whose romantic relationships and mental health are continuously imperiled by the demands of life on the road."
3213,"['Paula Patton', 'Adam Brody', 'Djimon Hounsou']",['Comedy'],175528,baggage claim,"Pledging to keep herself from being the oldest and the only woman in her entire family never to wed, Montana embarks on a thirty-day, thirty-thousand-mile expedition to charm a potential suitor into becoming her fiancé."
3214,"['Jane Fonda', 'John Phillip Law', 'Anita Pallenberg']",['Science Fiction'],8069,barbarella,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people."
3215,"['Stian Smestad', 'Gabriel Byrne', 'Louisa Milwood-Haigh']","['Adventure', 'Family']",71805,håkon håkonsen,A young Norwegian boy in 1850s England goes to work as a cabin boy and discovers some of his shipmates are actually pirates.
3216,"['Matthew Broderick', 'Reese Witherspoon', 'Chris Klein']",['Comedy'],9451,election,A high school teacher's personal life becomes complicated as he works with students during the school elections.
3217,"['Kal Penn', 'Tabu', 'Irrfan Khan']",['Drama'],16727,the namesake,"American-born Gogol, the son of Indian immigrants, wants to fit in among his fellow New Yorkers, despite his family's unwillingness to let go of their traditional ways."
3218,"['Mae Whitman', 'Robbie Amell', 'Bella Thorne']","['Romance', 'Comedy']",272693,the duff,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine."
